time,x,y,z,yaw,pitch,roll,speed
4.9,-6.17728,58.2889,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.92,-6.15292,58.121,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.94,-6.12867,57.954,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.96,-6.10454,57.7877,-1.52E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
4.98,-6.08052,57.6223,0,-1.42666,0,0,1.00E+01
5,-6.05662,57.4576,0,-1.42666,0,0,1.00E+01
5.02,-6.03284,57.2937,0,-1.42666,0,0,1.00E+01
5.04,-6.00917,57.1306,0,-1.42666,0,0,1.00E+01
5.06,-5.98561,56.9683,0,-1.42666,0,0,1.00E+01
5.08,-5.96217,56.8068,0,-1.42666,0,0,1.00E+01
5.1,-5.93884,56.6461,0,-1.42666,0,0,1.00E+01
5.12,-5.91563,56.4862,0,-1.42666,0,0,1.00E+01
5.14,-5.89254,56.327,0,-1.42666,0,0,1.00E+01
5.16,-5.86956,56.1687,0,-1.42666,0,0,1.00E+01
5.18,-5.84669,56.0111,0,-1.42666,0,0,1.00E+01
5.2,-5.82394,55.8544,0,-1.42666,0,0,1.00E+01
5.22,-5.8013,55.6984,0,-1.42666,0,0,1.00E+01
5.24,-5.77878,55.5432,0,-1.42666,0,0,1.00E+01
5.26,-5.75637,55.3889,0,-1.42666,0,0,1.00E+01
5.28,-5.73408,55.2353,0,-1.42666,0,0,1.00E+01
5.3,-5.7119,55.0825,0,-1.42666,0,0,1.00E+01
5.32,-5.68984,54.9305,0,-1.42666,0,0,1.00E+01
5.34,-5.6679,54.7792,0,-1.42666,0,0,1.00E+01
5.36,-5.64606,54.6288,0,-1.42666,0,0,1.00E+01
5.38,-5.62435,54.4792,0,-1.42666,0,0,1.00E+01
5.4,-5.60274,54.3303,0,-1.42666,0,0,1.00E+01
5.42,-5.58126,54.1823,0,-1.42666,0,0,1.00E+01
5.44,-5.55988,54.035,0,-1.42666,0,0,1.00E+01
5.46,-5.53863,53.8886,0,-1.42666,0,0,1.00E+01
5.48,-5.51748,53.7429,0,-1.42666,0,0,1.00E+01
5.5,-5.49645,53.598,0,-1.42666,0,0,1.00E+01
5.52,-5.47554,53.4539,0,-1.42666,0,0,1.00E+01
5.54,-5.45474,53.3106,1.46E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
5.56,-5.43406,53.1681,1.46E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
5.58,-5.41349,53.0264,1.46E-08,-1.42666,2.25E-14,1.10E-08,1.00E+01
5.6,-5.39304,52.8855,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.62,-5.3727,52.7454,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.64,-5.35248,52.606,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.66,-5.33237,52.4675,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.68,-5.31237,52.3297,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.7,-5.29249,52.1927,7.30E-09,-1.42666,-1.31E-08,5.49E-09,1.00E+01
5.72,-5.27273,52.0566,0,-1.42666,0,0,1.00E+01
5.74,-5.25308,51.9212,0,-1.42666,0,0,1.00E+01
5.76,-5.23355,51.7866,0,-1.42666,0,0,1.00E+01
5.78,-5.21413,51.6528,0,-1.42666,0,0,1.00E+01
5.8,-5.19482,51.5198,7.30E-09,-1.42666,1.31E-08,5.49E-09,1.00E+01
5.82,-5.17563,51.3876,7.30E-09,-1.42666,1.31E-08,5.49E-09,1.00E+01
5.84,-5.15656,51.2562,7.30E-09,-1.42666,1.31E-08,5.49E-09,1.00E+01
5.86,-5.1376,51.1255,0,-1.42666,0,0,1.00E+01
5.88,-5.11876,50.9957,0,-1.42666,0,0,1.00E+01
5.9,-5.10003,50.8666,0,-1.42666,0,0,1.00E+01
