time,x,y,z,yaw,pitch,roll,speed
3.54,-16.0014,126.779,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
3.56,-15.9974,126.75,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.58,-15.9933,126.72,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.6,-15.9891,126.691,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.62,-15.9849,126.661,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.64,-15.9807,126.63,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.66,-15.9764,126.599,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.68,-15.972,126.568,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.7,-15.9676,126.536,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.72,-15.9631,126.504,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.74,-15.9586,126.472,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.76,-15.954,126.439,2.25E-08,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
3.78,-15.9493,126.405,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.8,-15.9446,126.372,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
3.82,-15.9399,126.338,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
3.84,-15.9351,126.303,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.86,-15.9302,126.268,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
3.88,-15.9253,126.233,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.9,-15.9203,126.197,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
3.92,-15.9153,126.161,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.94,-15.9102,126.125,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.96,-15.905,126.088,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
3.98,-15.8999,126.051,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
4,-15.8946,126.013,1.49E-08,-1.43215,-1.51E-20,-9.89E-15,1.00E+00
4.02,-15.8893,125.975,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
4.04,-15.8839,125.937,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
4.06,-15.8785,125.898,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
4.08,-15.873,125.859,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
4.1,-15.8675,125.819,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
4.12,-15.8619,125.779,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
4.14,-15.8563,125.739,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
4.16,-15.8506,125.698,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
4.18,-15.8448,125.657,1.49E-08,-1.43215,-1.54E-20,-9.89E-15,1.00E+00
4.2,-15.839,125.615,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
