time,x,y,z,yaw,pitch,roll,speed
5.08,-15.3774,122.307,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.1,-15.3671,122.233,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.12,-15.3566,122.158,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.14,-15.346,122.082,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.16,-15.3354,122.006,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.18,-15.3246,121.928,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.2,-15.3137,121.85,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.22,-15.3027,121.771,0,-1.43215,0,0,3.00E+00
5.24,-15.2915,121.692,0,-1.43215,0,0,3.00E+00
5.26,-15.2803,121.611,0,-1.43215,0,0,3.00E+00
5.28,-15.269,121.53,0,-1.43215,0,0,3.00E+00
5.3,-15.2575,121.448,-1.46E-08,-1.43215,-2.25E-14,-1.10E-08,3.00E+00
5.32,-15.2459,121.365,-7.30E-09,-1.43215,1.31E-08,-5.49E-09,3.00E+00
5.34,-15.2343,121.281,0,-1.43215,0,0,3.00E+00
5.36,-15.2225,121.197,0,-1.43215,0,0,3.00E+00
5.38,-15.2106,121.112,0,-1.43215,0,0,3.00E+00
5.4,-15.1986,121.026,0,-1.43215,0,0,3.00E+00
5.42,-15.1865,120.939,0,-1.43215,0,0,3.00E+00
5.44,-15.1742,120.851,0,-1.43215,0,0,3.00E+00
5.46,-15.1619,120.763,0,-1.43215,0,0,3.00E+00
5.48,-15.1494,120.673,0,-1.43215,0,0,3.00E+00
5.5,-15.1369,120.583,0,-1.43215,0,0,3.00E+00
5.52,-15.1242,120.493,0,-1.43215,0,0,3.00E+00
5.54,-15.1114,120.401,0,-1.43215,0,0,3.00E+00
5.56,-15.0985,120.309,0,-1.43215,0,0,3.00E+00
5.58,-15.0855,120.215,0,-1.43215,0,0,3.00E+00
5.6,-15.0724,120.121,0,-1.43215,0,0,3.00E+00
5.62,-15.0592,120.027,0,-1.43215,0,0,3.00E+00
5.64,-15.0459,119.931,0,-1.43215,0,0,3.00E+00
5.66,-15.0324,119.835,0,-1.43215,0,0,3.00E+00
5.68,-15.0189,119.738,0,-1.43215,0,0,3.00E+00
5.7,-15.0052,119.64,0,-1.43215,0,0,3.00E+00
5.72,-14.9914,119.541,0,-1.43215,0,0,3.00E+00
5.74,-14.9775,119.442,0,-1.43215,0,0,3.00E+00
5.76,-14.9635,119.341,0,-1.43215,0,0,3.00E+00
5.78,-14.9494,119.24,0,-1.43215,0,0,3.00E+00
5.8,-14.9352,119.138,0,-1.43215,0,0,3.00E+00
5.82,-14.9209,119.036,0,-1.43215,0,0,3.00E+00
5.84,-14.9064,118.932,0,-1.43215,0,0,3.00E+00
